2025-12-12 01:32:56,950 - INFO - root - Logging configured. Writing to logs\training.log
2025-12-12 01:32:56,950 - INFO - __main__ - Pipeline started.
2025-12-12 01:32:56,950 - INFO - __main__ - Loading and splitting data from data/twitter_training.csv
2025-12-12 01:32:58,560 - INFO - __main__ - Tokenizing datasets.
2025-12-12 01:33:02,311 - INFO - __main__ - Starting model training.
2025-12-12 02:54:16,028 - INFO - root - Logging configured. Writing to logs\training.log
2025-12-12 02:54:16,028 - INFO - __main__ - Pipeline started.
2025-12-12 02:54:16,029 - INFO - __main__ - Loading and splitting data from data/twitter_training.csv
2025-12-12 02:54:17,567 - INFO - __main__ - Tokenizing datasets.
2025-12-12 02:54:21,732 - INFO - __main__ - Starting model training.
2025-12-12 03:03:35,881 - INFO - __main__ - Training completed. Saving tokenizer to ./models/distilbert_finetuned
2025-12-12 03:03:35,894 - INFO - __main__ - Starting evaluation on test split.
2025-12-12 03:03:35,894 - INFO - src.evaluate - Running evaluation on test set...
2025-12-12 03:04:07,444 - INFO - src.evaluate - Test Accuracy: 0.8307
2025-12-12 03:04:39,054 - INFO - src.evaluate - Classification report on test set:
              precision    recall  f1-score   support

    Negative       0.84      0.87      0.86      3255
     Neutral       0.82      0.77      0.79      2656
    Positive       0.83      0.84      0.83      2957

    accuracy                           0.83      8868
   macro avg       0.83      0.83      0.83      8868
weighted avg       0.83      0.83      0.83      8868

2025-12-12 03:04:39,055 - INFO - __main__ - Pipeline execution completed successfully.
2025-12-12 04:02:59,923 - INFO - root - Logging configured. Writing to logs\training.log
2025-12-12 04:02:59,924 - INFO - __main__ - Pipeline started.
2025-12-12 04:02:59,924 - INFO - __main__ - Loading and splitting data from C:\Users\anas2\OneDrive\Desktop\sentiment analysis\sentiment_analysis\data\twitter_training.csv
2025-12-12 04:03:01,338 - INFO - __main__ - Tokenizing datasets.
2025-12-12 04:03:05,366 - INFO - __main__ - Starting model training.
2025-12-12 04:27:40,050 - INFO - __main__ - Training completed. Saving tokenizer to ./models/distilbert_finetuned
2025-12-12 04:27:40,061 - INFO - __main__ - Starting evaluation on test split.
2025-12-12 04:27:40,061 - INFO - src.evaluate - Running evaluation on test set...
2025-12-12 04:28:05,127 - INFO - src.evaluate - Test Accuracy: 0.9159
2025-12-12 04:28:30,212 - INFO - src.evaluate - Classification report on test set:
              precision    recall  f1-score   support

    Negative       0.93      0.92      0.93      3255
     Neutral       0.92      0.90      0.91      2656
    Positive       0.90      0.93      0.91      2957

    accuracy                           0.92      8868
   macro avg       0.92      0.92      0.92      8868
weighted avg       0.92      0.92      0.92      8868

2025-12-12 04:28:30,213 - INFO - __main__ - Starting model pruning and fine-tuning.
2025-12-12 04:36:53,381 - INFO - __main__ - Pruning and fine-tuning completed.
2025-12-12 04:36:53,381 - INFO - __main__ - Starting final evaluation on test split after pruning.
2025-12-12 04:36:53,381 - INFO - src.evaluate - Running evaluation on test set...
2025-12-12 04:37:18,419 - INFO - src.evaluate - Test Accuracy: 0.9168
2025-12-12 04:37:43,442 - INFO - src.evaluate - Classification report on test set:
              precision    recall  f1-score   support

    Negative       0.91      0.94      0.92      3255
     Neutral       0.91      0.91      0.91      2656
    Positive       0.93      0.91      0.92      2957

    accuracy                           0.92      8868
   macro avg       0.92      0.92      0.92      8868
weighted avg       0.92      0.92      0.92      8868

2025-12-12 04:37:43,444 - INFO - __main__ - Final evaluation completed.
2025-12-12 04:37:43,444 - INFO - __main__ - Pipeline execution completed successfully.
2025-12-12 16:25:25,811 - INFO - root - Logging configured. Writing to logs\training.log
2025-12-12 16:25:26,081 - INFO - src.api - Model and tokenizer loaded successfully from ./models/distilbert_finetuned
2025-12-12 16:25:58,847 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,850 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,851 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,854 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,858 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,860 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,864 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,866 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,880 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,882 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,886 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,886 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,888 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,892 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,893 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,893 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,895 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,897 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,898 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:25:58,898 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,058 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,058 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,058 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,061 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,062 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,069 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,069 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,076 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,081 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,081 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,088 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
2025-12-12 16:26:01,088 - INFO - src.api - Prediction - text: I really love this service, it works great and fast! | label: Positive | confidence: 0.9993
